Student_ID,Age,Gender,Course,Year_Level,GWA,Attendance_Rate,Library_Usage_Hours,Scholarship_Status,Counseling_Sessions,Academic_Standing,School_Environment_Feedback
S0632,22,Female,BSCS,3rd Year,3.76,72.57,19.37,Yes,5,Good,Restrooms are usually clean and have the necessary supplies.
S0633,23,Female,BSIT,2nd Year,1.53,99.56,14.86,Yes,0,Dropout_Risk,The academic environment is competitive but supportive.
S0634,21,Female,BSIT,4th Year,2.12,84.02,17.07,No,9,Probation,Our computer labs are equipped with the latest software we need for our program.
S0635,24,Female,BSIT,1st Year,3.93,59.69,13.15,Yes,0,Dropout_Risk,The academic environment is competitive but supportive.
S0636,18,Male,BSCS,2nd Year,3.84,91.26,19.78,No,6,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0637,24,Male,BSIT,1st Year,1.1,83.66,19.6,No,7,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0638,23,Male,BSCE,2nd Year,4.28,51.64,4.82,Yes,7,Good,Our computer labs are equipped with the latest software we need for our program.
S0639,22,Male,BSCS,2nd Year,1.72,74.35,5.29,No,3,Dropout_Risk,The campus grounds are clean and well-maintained.
S0640,18,Female,BSIT,4th Year,4.06,72.85,0.73,Yes,3,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0641,20,Male,BSCE,4th Year,1.2,67.38,13.7,Yes,9,Good,The guidance office is easy to approach and very helpful.
S0642,24,Male,BSIT,1st Year,3.82,64.19,18.25,Yes,4,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0643,25,Female,BSME,4th Year,1.82,96.44,13.32,Yes,10,Good,"The library is quiet and comfortable, with plenty of space to study."
S0644,18,Female,BSME,1st Year,3.18,78.68,14.98,No,10,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0645,24,Male,BSCE,2nd Year,1.89,65.34,18.38,Yes,10,Good,The campus grounds are clean and well-maintained.
S0646,23,Male,BSCE,1st Year,3.71,72.65,9.93,No,0,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0647,25,Male,BSECE,2nd Year,4.65,61.98,16.6,No,7,Good,The guidance office is easy to approach and very helpful.
S0648,19,Female,BSCS,1st Year,3.16,71,12.21,Yes,3,Good,The campus grounds are clean and well-maintained.
S0649,22,Female,BSCS,3rd Year,3.76,72.57,19.37,Yes,5,Good,Restrooms are usually clean and have the necessary supplies.
S0650,18,Female,BSME,1st Year,3.3,79.7,17.41,Yes,8,Good,Our school celebrates student diversity through events and awareness weeks.
S0651,21,Female,BSCE,1st Year,2.5,84.62,13.52,No,3,Probation,The academic environment is competitive but supportive.
S0652,25,Female,BSCE,4th Year,1.25,81.12,9.85,Yes,6,Probation,The guidance office is easy to approach and very helpful.
S0653,21,Male,BSME,4th Year,3.61,57.28,9.89,Yes,4,Good,Our school celebrates student diversity through events and awareness weeks.
S0654,22,Male,BSME,1st Year,1.01,51.95,1.68,Yes,9,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0655,18,Male,BSECE,1st Year,3.63,56.8,9.7,No,8,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0656,23,Female,BSIT,2nd Year,1.53,99.56,14.86,Yes,0,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0657,25,Female,BSIT,1st Year,1.42,50.15,17.86,No,3,Probation,The academic environment is competitive but supportive.
S0658,21,Female,BSCS,3rd Year,4.89,71.46,7.72,No,1,Good,The guidance office is easy to approach and very helpful.
S0659,21,Female,BSCE,1st Year,2.5,84.62,13.52,No,3,Probation,"The classrooms are bright, clean, and conducive to learning."
S0660,24,Female,BSECE,2nd Year,1.44,99.4,18.92,No,1,Probation,The guidance office is easy to approach and very helpful.
S0661,19,Male,BSME,3rd Year,4.28,59.42,7.54,No,9,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0662,21,Male,BSIT,4th Year,2.54,94.96,11.47,Yes,3,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0663,25,Female,BSCS,3rd Year,4.56,65.08,3.51,Yes,4,Probation,The guidance office is easy to approach and very helpful.
S0664,20,Female,BSCE,1st Year,4.7,70.97,17.29,No,10,Probation,Our computer labs are equipped with the latest software we need for our program.
S0665,25,Male,BSME,3rd Year,2.35,54.5,12.86,No,7,Probation,"The classrooms are bright, clean, and conducive to learning."
S0666,22,Male,BSCE,1st Year,2.91,94.45,5.91,No,1,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0667,22,Male,BSIT,4th Year,4.44,64.4,2.84,Yes,10,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0668,24,Female,BSECE,4th Year,1.18,51,18.04,No,1,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0669,19,Female,BSME,1st Year,4.13,92.32,11.02,No,8,Good,"The library is quiet and comfortable, with plenty of space to study."
S0670,20,Female,BSME,3rd Year,3.83,97.11,11.39,Yes,8,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0671,22,Male,BSCS,1st Year,1.65,73.41,19.33,Yes,10,Good,The campus grounds are clean and well-maintained.
S0672,19,Male,BSIT,2nd Year,4.42,96.58,7.82,Yes,0,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0673,25,Male,BSECE,2nd Year,4.65,61.98,16.6,No,7,Good,The guidance office is easy to approach and very helpful.
S0674,18,Female,BSCS,3rd Year,4.17,80.94,12.28,No,1,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0675,23,Female,BSECE,4th Year,4.29,56.83,0.71,No,4,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0676,22,Male,BSECE,2nd Year,4.1,94.76,12.91,No,4,Dropout_Risk,Our school celebrates student diversity through events and awareness weeks.
S0677,20,Male,BSCE,4th Year,2.09,70.29,3.34,No,9,Probation,"The classrooms are bright, clean, and conducive to learning."
S0678,24,Female,BSCE,2nd Year,4.48,79.93,18.73,Yes,3,Good,The guidance office is easy to approach and very helpful.
S0679,18,Male,BSCE,2nd Year,1.58,73.95,7.12,Yes,5,Probation,The academic environment is competitive but supportive.
S0680,25,Male,BSME,1st Year,3.78,90.9,13.3,Yes,8,Dropout_Risk,The academic environment is competitive but supportive.
S0681,20,Female,BSECE,1st Year,1.23,69.45,0.11,No,10,Dropout_Risk,The academic environment is competitive but supportive.
S0682,24,Female,BSME,1st Year,3.1,64.26,14.64,Yes,7,Probation,The campus grounds are clean and well-maintained.
S0683,20,Female,BSIT,3rd Year,1.97,94.6,4.76,Yes,3,Dropout_Risk,The campus grounds are clean and well-maintained.
S0684,18,Female,BSCS,4th Year,2.09,52.49,6.86,Yes,2,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0685,24,Male,BSME,3rd Year,2.98,55.63,10.96,No,8,Probation,The guidance office is easy to approach and very helpful.
S0686,20,Male,BSIT,2nd Year,3.96,52.69,17.79,No,10,Good,The guidance office is easy to approach and very helpful.
S0687,25,Female,BSIT,4th Year,3.54,60.22,18.23,No,6,Probation,Our computer labs are equipped with the latest software we need for our program.
S0688,20,Female,BSME,3rd Year,3.83,97.11,11.39,Yes,8,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0689,19,Male,BSCE,1st Year,1.7,92.01,19.74,No,10,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0690,25,Male,BSECE,4th Year,1.26,92.12,6.01,Yes,0,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0691,20,Male,BSME,1st Year,4.32,75.19,6.25,No,2,Probation,The academic environment is competitive but supportive.
S0692,24,Male,BSCE,3rd Year,2.38,60.35,1.17,No,7,Good,Our computer labs are equipped with the latest software we need for our program.
S0693,25,Male,BSME,3rd Year,2.35,54.5,12.86,No,7,Probation,The guidance office is easy to approach and very helpful.
S0694,21,Female,BSECE,1st Year,3.15,82.41,10.87,No,1,Good,Restrooms are usually clean and have the necessary supplies.
S0695,22,Male,BSCE,1st Year,2.91,94.45,5.91,No,1,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0696,24,Male,BSCE,2nd Year,3.89,61.01,11.85,Yes,10,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0697,20,Male,BSCS,2nd Year,4.86,64.93,18.9,Yes,4,Probation,Security guards are friendly and respectful. I feel safe walking around campus.
S0698,23,Male,BSCE,2nd Year,4.28,51.64,4.82,Yes,7,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0699,21,Male,BSIT,4th Year,2.54,94.96,11.47,Yes,3,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0700,25,Male,BSECE,2nd Year,4.65,61.98,16.6,No,7,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0701,25,Female,BSIT,1st Year,4.96,73.27,15.51,No,4,Probation,The guidance office is easy to approach and very helpful.
S0702,23,Female,BSECE,3rd Year,3.83,58.61,3.31,No,6,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0703,25,Female,BSME,4th Year,1.82,96.44,13.32,Yes,10,Good,Our computer labs are equipped with the latest software we need for our program.
S0704,23,Female,BSCE,1st Year,1.07,73.85,16.33,Yes,10,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0705,24,Male,BSIT,1st Year,1.1,83.66,19.6,No,7,Good,Our school celebrates student diversity through events and awareness weeks.
S0706,22,Male,BSCS,4th Year,1.76,53.31,15.44,No,10,Probation,The academic environment is competitive but supportive.
S0707,24,Male,BSIT,1st Year,3.47,74.84,12.39,Yes,1,Good,The campus grounds are clean and well-maintained.
S0708,25,Male,BSECE,1st Year,2.25,83.49,16.99,Yes,2,Probation,The guidance office is easy to approach and very helpful.
S0709,22,Male,BSECE,2nd Year,1.55,66.11,13.93,Yes,7,Probation,The campus grounds are clean and well-maintained.
S0710,25,Male,BSCS,2nd Year,3.64,81.17,11.01,Yes,10,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0711,22,Female,BSCS,3rd Year,1.43,55.41,17.08,No,0,Probation,Our school celebrates student diversity through events and awareness weeks.
S0712,20,Male,BSCE,4th Year,4.99,92.01,0.87,No,0,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0713,21,Male,BSME,3rd Year,3.38,74.36,8.09,No,9,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0714,23,Male,BSCE,1st Year,4.33,78.51,1.51,Yes,4,Good,Restrooms are usually clean and have the necessary supplies.
S0715,24,Female,BSCE,2nd Year,3.86,53.84,11.66,No,0,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0716,20,Male,BSCE,4th Year,1,56.17,13.97,No,5,Dropout_Risk,The campus grounds are clean and well-maintained.
S0717,18,Female,BSCS,3rd Year,4.35,75.2,18.07,No,10,Good,The academic environment is competitive but supportive.
S0718,18,Female,BSCE,3rd Year,2.7,54.06,8.95,No,3,Probation,The guidance office is easy to approach and very helpful.
S0719,21,Female,BSECE,4th Year,2.8,60.14,14.69,No,8,Probation,The guidance office is easy to approach and very helpful.
S0720,25,Female,BSCE,1st Year,3.15,62.45,10.52,Yes,3,Good,The guidance office is easy to approach and very helpful.
S0721,20,Male,BSCS,2nd Year,4.86,64.93,18.9,Yes,4,Probation,Security guards are friendly and respectful. I feel safe walking around campus.
S0722,25,Male,BSCS,1st Year,1.1,76.92,12.23,No,4,Good,The academic environment is competitive but supportive.
S0723,18,Female,BSIT,4th Year,1.07,98.87,12.9,Yes,1,Good,"The library is quiet and comfortable, with plenty of space to study."
S0724,22,Male,BSIT,4th Year,4.44,64.4,2.84,Yes,10,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0725,24,Female,BSCE,2nd Year,4.48,79.93,18.73,Yes,3,Good,The guidance office is easy to approach and very helpful.
S0726,21,Female,BSECE,3rd Year,1.66,92.64,8.96,Yes,1,Dropout_Risk,The campus grounds are clean and well-maintained.
S0727,22,Female,BSCS,3rd Year,3.76,72.57,19.37,Yes,5,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0728,21,Female,BSECE,1st Year,3.15,82.41,10.87,No,1,Good,"The library is quiet and comfortable, with plenty of space to study."
S0729,20,Female,BSECE,3rd Year,1.64,59.05,8.87,No,7,Good,The academic environment is competitive but supportive.
S0730,19,Male,BSME,3rd Year,1.16,98.1,11.23,Yes,5,Good,The guidance office is easy to approach and very helpful.
S0731,21,Female,BSCS,3rd Year,3.07,72.8,5.64,Yes,4,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0732,22,Female,BSCS,3rd Year,3.76,72.57,19.37,Yes,5,Good,Restrooms are usually clean and have the necessary supplies.
S0733,23,Female,BSIT,4th Year,2.79,84.92,4.53,Yes,3,Probation,The academic environment is competitive but supportive.
S0734,25,Male,BSIT,3rd Year,2,92.5,2.83,No,2,Probation,"The classrooms are bright, clean, and conducive to learning."
S0735,25,Male,BSCS,1st Year,1.1,76.92,12.23,No,4,Good,"The library is quiet and comfortable, with plenty of space to study."
S0736,22,Female,BSME,4th Year,3.49,89.38,1.81,Yes,4,Probation,Restrooms are usually clean and have the necessary supplies.
S0737,22,Male,BSECE,2nd Year,1.55,66.11,13.93,Yes,7,Probation,"The classrooms are bright, clean, and conducive to learning."
S0738,19,Female,BSME,1st Year,1.4,88.11,19.33,No,9,Good,Our school celebrates student diversity through events and awareness weeks.
S0739,25,Male,BSIT,3rd Year,2,92.5,2.83,No,2,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0740,20,Male,BSCE,4th Year,2.09,70.29,3.34,No,9,Probation,"The classrooms are bright, clean, and conducive to learning."
S0741,18,Male,BSCS,4th Year,1.3,89.9,17.47,Yes,5,Probation,The academic environment is competitive but supportive.
S0742,20,Male,BSCE,4th Year,2.09,70.29,3.34,No,9,Probation,Our school celebrates student diversity through events and awareness weeks.
S0743,20,Male,BSIT,4th Year,1.9,86.8,3.69,No,10,Dropout_Risk,Our school celebrates student diversity through events and awareness weeks.
S0744,24,Female,BSCE,2nd Year,3.41,90.63,8.19,No,7,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0745,25,Male,BSCE,1st Year,1.77,56.02,19.97,No,0,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0746,21,Male,BSME,4th Year,3.61,57.28,9.89,Yes,4,Good,Our computer labs are equipped with the latest software we need for our program.
S0747,25,Female,BSCE,4th Year,1.25,81.12,9.85,Yes,6,Probation,The academic environment is competitive but supportive.
S0748,25,Female,BSIT,4th Year,3.54,60.22,18.23,No,6,Probation,"The classrooms are bright, clean, and conducive to learning."
S0749,21,Female,BSECE,3rd Year,1.66,92.64,8.96,Yes,1,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0750,24,Female,BSIT,4th Year,2.46,69.01,3.86,Yes,5,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0751,22,Male,BSCE,1st Year,2.91,94.45,5.91,No,1,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0752,20,Male,BSCS,2nd Year,4.86,64.93,18.9,Yes,4,Probation,The campus grounds are clean and well-maintained.
S0753,19,Female,BSCS,3rd Year,1.2,92.74,0.99,Yes,0,Dropout_Risk,The campus grounds are clean and well-maintained.
S0754,20,Male,BSCE,4th Year,4.99,92.01,0.87,No,0,Probation,The academic environment is competitive but supportive.
S0755,24,Female,BSECE,4th Year,1,84.59,9.44,Yes,3,Good,The campus grounds are clean and well-maintained.
S0756,23,Female,BSCS,2nd Year,3.47,96.13,4.9,Yes,2,Probation,The guidance office is easy to approach and very helpful.
S0757,24,Male,BSIT,2nd Year,3.89,86.8,12.3,Yes,9,Good,"The library is quiet and comfortable, with plenty of space to study."
S0758,20,Male,BSIT,2nd Year,3.96,52.69,17.79,No,10,Good,"The classrooms are bright, clean, and conducive to learning."
S0759,23,Female,BSME,4th Year,2.29,65.13,16.97,No,9,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0760,18,Male,BSCS,2nd Year,3.84,91.26,19.78,No,6,Dropout_Risk,Our school celebrates student diversity through events and awareness weeks.
S0761,19,Female,BSME,3rd Year,3.65,85.99,5.5,Yes,6,Good,The academic environment is competitive but supportive.
S0762,25,Female,BSCE,1st Year,3.15,62.45,10.52,Yes,3,Good,The campus grounds are clean and well-maintained.
S0763,25,Male,BSECE,4th Year,1.26,92.12,6.01,Yes,0,Probation,"The classrooms are bright, clean, and conducive to learning."
S0764,18,Female,BSECE,3rd Year,2.36,57.32,6.78,No,0,Dropout_Risk,The campus grounds are clean and well-maintained.
S0765,24,Female,BSCE,3rd Year,1.13,94.11,19.92,Yes,9,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0766,22,Female,BSCS,3rd Year,3.76,72.57,19.37,Yes,5,Good,Restrooms are usually clean and have the necessary supplies.
S0767,21,Female,BSCS,2nd Year,3.73,90.37,16.49,No,10,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0768,24,Male,BSCE,4th Year,2.17,96.86,3.19,Yes,4,Probation,Our school celebrates student diversity through events and awareness weeks.
S0769,25,Male,BSCS,2nd Year,2.25,81.7,7.55,Yes,6,Good,Restrooms are usually clean and have the necessary supplies.
S0770,24,Male,BSIT,1st Year,3.82,64.19,18.25,Yes,4,Dropout_Risk,The academic environment is competitive but supportive.
S0771,21,Female,BSCE,2nd Year,4.49,64.16,9.7,Yes,7,Probation,"The classrooms are bright, clean, and conducive to learning."
S0772,22,Male,BSME,1st Year,2.24,65.67,12.49,No,5,Good,"The library is quiet and comfortable, with plenty of space to study."
S0773,23,Female,BSME,4th Year,4.01,62.5,9.89,No,1,Good,Our school celebrates student diversity through events and awareness weeks.
S0774,18,Male,BSECE,1st Year,3.63,56.8,9.7,No,8,Good,The campus grounds are clean and well-maintained.
S0775,24,Male,BSCE,3rd Year,2.2,62.49,10.18,No,10,Good,The guidance office is easy to approach and very helpful.
S0776,18,Female,BSCS,4th Year,2.09,52.49,6.86,Yes,2,Dropout_Risk,The academic environment is competitive but supportive.
S0777,22,Male,BSECE,3rd Year,2.99,74.56,15.24,No,4,Probation,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0778,18,Male,BSCE,2nd Year,1.58,73.95,7.12,Yes,5,Probation,The academic environment is competitive but supportive.
S0779,24,Female,BSCS,4th Year,4.96,85.69,2.69,Yes,9,Good,Restrooms are usually clean and have the necessary supplies.
S0780,18,Female,BSCS,3rd Year,4.17,80.94,12.28,No,1,Probation,Our computer labs are equipped with the latest software we need for our program.
S0781,24,Female,BSCE,2nd Year,4.48,79.93,18.73,Yes,3,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0782,24,Female,BSIT,1st Year,2.34,63.56,15.34,Yes,2,Good,The guidance office is easy to approach and very helpful.
S0783,25,Male,BSECE,1st Year,2.25,83.49,16.99,Yes,2,Probation,The campus grounds are clean and well-maintained.
S0784,25,Male,BSIT,3rd Year,4.83,86.07,11.54,Yes,0,Probation,The campus grounds are clean and well-maintained.
S0785,18,Female,BSCE,3rd Year,2.7,54.06,8.95,No,3,Probation,Restrooms are usually clean and have the necessary supplies.
S0786,25,Male,BSIT,3rd Year,2,92.5,2.83,No,2,Probation,Our computer labs are equipped with the latest software we need for our program.
S0787,20,Female,BSCE,1st Year,4.7,70.97,17.29,No,10,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0788,25,Female,BSCE,4th Year,1.25,81.12,9.85,Yes,6,Probation,The campus grounds are clean and well-maintained.
S0789,19,Male,BSCE,1st Year,1.7,92.01,19.74,No,10,Good,Our school celebrates student diversity through events and awareness weeks.
S0790,23,Female,BSCS,1st Year,3.88,73.75,2.89,Yes,4,Good,The campus grounds are clean and well-maintained.
S0791,25,Male,BSME,1st Year,3.78,90.9,13.3,Yes,8,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0792,24,Female,BSCS,4th Year,4.96,85.69,2.69,Yes,9,Good,The academic environment is competitive but supportive.
S0793,25,Male,BSECE,2nd Year,4.17,91.92,8.76,No,9,Good,"The classrooms are bright, clean, and conducive to learning."
S0794,18,Male,BSCE,2nd Year,3.55,84.15,7.82,No,10,Good,Restrooms are usually clean and have the necessary supplies.
S0795,20,Female,BSECE,1st Year,1.23,69.45,0.11,No,10,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0796,22,Female,BSME,4th Year,3.49,89.38,1.81,Yes,4,Probation,The academic environment is competitive but supportive.
S0797,24,Male,BSCE,2nd Year,3.89,61.01,11.85,Yes,10,Dropout_Risk,"The classrooms are bright, clean, and conducive to learning."
S0798,20,Male,BSCE,4th Year,1.2,67.38,13.7,Yes,9,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0799,23,Male,BSCE,1st Year,4.33,78.51,1.51,Yes,4,Good,The academic environment is competitive but supportive.
S0800,18,Female,BSCE,4th Year,2.13,80.94,6.76,No,1,Probation,Our school celebrates student diversity through events and awareness weeks.
S0801,23,Female,BSCS,1st Year,3.88,73.75,2.89,Yes,4,Good,The campus grounds are clean and well-maintained.
S0802,22,Female,BSCS,3rd Year,3.76,72.57,19.37,Yes,5,Good,Restrooms are usually clean and have the necessary supplies.
S0803,25,Male,BSIT,3rd Year,2,92.5,2.83,No,2,Probation,"The classrooms are bright, clean, and conducive to learning."
S0804,22,Male,BSCE,1st Year,2.91,94.45,5.91,No,1,Dropout_Risk,"The library is quiet and comfortable, with plenty of space to study."
S0805,22,Female,BSME,4th Year,3.49,89.38,1.81,Yes,4,Probation,Our computer labs are equipped with the latest software we need for our program.
S0806,24,Female,BSIT,1st Year,2.34,63.56,15.34,Yes,2,Good,The campus grounds are clean and well-maintained.
S0807,18,Female,BSCS,1st Year,4.75,78.22,12.91,No,1,Probation,The academic environment is competitive but supportive.
S0808,20,Male,BSCE,4th Year,1,56.17,13.97,No,5,Dropout_Risk,The campus grounds are clean and well-maintained.
S0809,23,Male,BSCE,1st Year,4.33,78.51,1.51,Yes,4,Good,Our school celebrates student diversity through events and awareness weeks.
S0810,20,Male,BSCS,4th Year,4.19,65.82,14.54,Yes,5,Dropout_Risk,The campus grounds are clean and well-maintained.
S0811,21,Female,BSIT,2nd Year,1.64,93.55,13.5,No,1,Good,Our school celebrates student diversity through events and awareness weeks.
S0812,18,Female,BSCS,3rd Year,4.17,80.94,12.28,No,1,Probation,Security guards are friendly and respectful. I feel safe walking around campus.
S0813,25,Male,BSME,1st Year,3.78,90.9,13.3,Yes,8,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0814,22,Male,BSCE,1st Year,3.42,95.17,9.06,Yes,5,Probation,The academic environment is competitive but supportive.
S0815,21,Female,BSME,1st Year,3.62,66.55,19.05,Yes,0,Probation,Our school celebrates student diversity through events and awareness weeks.
S0816,18,Female,BSCS,3rd Year,4.17,80.94,12.28,No,1,Probation,"The library is quiet and comfortable, with plenty of space to study."
S0817,24,Female,BSCE,2nd Year,4.48,79.93,18.73,Yes,3,Good,Our computer labs are equipped with the latest software we need for our program.
S0818,23,Male,BSCS,3rd Year,1.39,94.29,1.29,No,1,Good,The academic environment is competitive but supportive.
S0819,19,Female,BSME,3rd Year,3.65,85.99,5.5,Yes,6,Good,Restrooms are usually clean and have the necessary supplies.
S0820,18,Female,BSIT,4th Year,4.06,72.85,0.73,Yes,3,Probation,"The classrooms are bright, clean, and conducive to learning."
S0821,18,Male,BSCS,2nd Year,3.84,91.26,19.78,No,6,Dropout_Risk,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0822,25,Male,BSECE,3rd Year,1.27,54.71,4.85,Yes,10,Dropout_Risk,The campus grounds are clean and well-maintained.
S0823,25,Male,BSECE,2nd Year,4.65,61.98,16.6,No,7,Good,"The classrooms are bright, clean, and conducive to learning."
S0824,22,Male,BSECE,3rd Year,2.99,74.56,15.24,No,4,Probation,The academic environment is competitive but supportive.
S0825,23,Female,BSCS,2nd Year,3.47,96.13,4.9,Yes,2,Probation,Our computer labs are equipped with the latest software we need for our program.
S0826,23,Male,BSCE,2nd Year,4.28,51.64,4.82,Yes,7,Good,Our school celebrates student diversity through events and awareness weeks.
S0827,23,Female,BSME,3rd Year,1.99,88.93,8.18,Yes,9,Good,The campus grounds are clean and well-maintained.
S0828,24,Female,BSME,1st Year,3.1,64.26,14.64,Yes,7,Probation,Our computer labs are equipped with the latest software we need for our program.
S0829,18,Female,BSCS,3rd Year,4.35,75.2,18.07,No,10,Good,The guidance office is easy to approach and very helpful.
S0830,20,Male,BSIT,4th Year,1.9,86.8,3.69,No,10,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0831,21,Male,BSCS,1st Year,2.12,91.62,7.68,Yes,6,Probation,Restrooms are usually clean and have the necessary supplies.
S0832,18,Male,BSME,3rd Year,3.34,87.99,0.78,Yes,5,Probation,Our computer labs are equipped with the latest software we need for our program.
S0833,24,Male,BSIT,1st Year,3.82,64.19,18.25,Yes,4,Dropout_Risk,Security guards are friendly and respectful. I feel safe walking around campus.
S0834,24,Female,BSECE,4th Year,1.99,84.83,8.36,Yes,8,Good,Restrooms are usually clean and have the necessary supplies.
S0835,22,Male,BSECE,3rd Year,2.99,74.56,15.24,No,4,Probation,Our computer labs are equipped with the latest software we need for our program.
S0836,18,Male,BSIT,1st Year,4.56,74.87,12.35,No,1,Probation,The campus grounds are clean and well-maintained.
S0837,24,Female,BSECE,4th Year,1.18,51,18.04,No,1,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0838,19,Female,BSCS,1st Year,3.16,71,12.21,Yes,3,Good,Our school celebrates student diversity through events and awareness weeks.
S0839,22,Female,BSCE,1st Year,4.05,52.3,13.3,No,0,Dropout_Risk,The guidance office is easy to approach and very helpful.
S0840,23,Female,BSCS,2nd Year,3.08,87.25,12.2,Yes,1,Good,Security guards are friendly and respectful. I feel safe walking around campus.
S0841,25,Female,BSCE,4th Year,1.25,81.12,9.85,Yes,6,Probation,The campus grounds are clean and well-maintained.
S0842,24,Female,BSIT,4th Year,2.84,60.74,16.46,Yes,8,Good,Our school celebrates student diversity through events and awareness weeks.
S0843,25,Female,BSCE,1st Year,3.15,62.45,10.52,Yes,3,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0844,18,Male,BSECE,1st Year,3.15,60.77,12.6,No,4,Probation,Our computer labs are equipped with the latest software we need for our program.
S0845,22,Male,BSCE,1st Year,2.64,57.95,13.06,No,2,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0846,25,Male,BSECE,4th Year,1.26,92.12,6.01,Yes,0,Probation,The academic environment is competitive but supportive.
S0847,21,Male,BSME,4th Year,3.61,57.28,9.89,Yes,4,Good,The campus grounds are clean and well-maintained.
S0848,19,Female,BSCS,3rd Year,1.2,92.74,0.99,Yes,0,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0849,19,Male,BSIT,2nd Year,4.42,96.58,7.82,Yes,0,Dropout_Risk,Restrooms are usually clean and have the necessary supplies.
S0850,20,Male,BSIT,4th Year,1.9,86.8,3.69,No,10,Dropout_Risk,Our computer labs are equipped with the latest software we need for our program.
S0851,25,Male,BSME,3rd Year,2.35,54.5,12.86,No,7,Probation,Our computer labs are equipped with the latest software we need for our program.
S0852,20,Female,BSECE,3rd Year,1.64,59.05,8.87,No,7,Good,There’s a culture of respect here. It feels like a second home because of how welcoming everyone is.
S0853,21,Female,BSME,4th Year,2.57,77.63,0.17,Yes,10,Probation,The academic environment is competitive but supportive.
S0854,23,Male,BSECE,4th Year,2.99,70.35,16.88,No,6,Probation,Our computer labs are equipped with the latest software we need for our program.
S0855,24,Female,BSME,2nd Year,4.13,66.24,12.11,Yes,3,Good,Restrooms are usually clean and have the necessary supplies.
